latitude,longitude,mag
37.633,-118.9046667,3.6
36.0725,-120.6463333,2.64
43.808,-105.346,2.7
44.5532,-115.2096,2.5
35.8568,-96.9209,2.8
32.6643333,-115.8085,2.51
44.1153,-115.0629,2.8
37.4386667,-117.9528333,3.35
38.0278333,-118.6461667,2.94
41.1305,-121.6586667,2.71
36.7146,-98.1482,2.7
34.2516667,-116.437,2.9
39.2666667,-123.2035,2.76
43.812,-105.226,3.4
35.8105,-117.7398333,2.51
33.021,-117.746,2.88
36.8213333,-121.5388333,2.82
44.2355,-115.2674,2.7
31.8886667,-115.0448333,2.51
33.2678333,-115.685,2.99
47.7033333,-122.9566667,3.0
32.2221667,-115.8115,3.79
35.566,-97.29,2.5
40.8656667,-121.871,2.66
35.3111667,-92.3166667,2.5
37.4498333,-112.9228333,2.57
35.7131667,-121.0648333,3.0
34.3103333,-116.465,2.5
46.192,-122.1866667,2.8
32.331,-115.272,2.64
36.53,-98.234,2.5
37.1368333,-121.9111667,3.1
31.407,-114.374,3.22
31.6386667,-116.439,4.5
36.36,-97.35583333,2.51
32.5653333,-115.6731667,2.72
39.513,-121.5405,2.67
35.7736,-97.4845,2.6
31.2096667,-115.71,2.91
30.2697,-109.2393,4.1
36.912,-121.4748333,3.46
32.5841667,-115.2951667,2.76
34.575,-116.258,2.64
36.9312,-97.6441,3.1
41.8903,-119.6301,2.5
36.06,-120.1555,2.5
31.9235,-116.1423333,2.7
33.8511667,-117.1541667,2.63
33.0,-117.798,2.56
32.529,-117.502,2.56
35.927,-118.333,2.74
26.579,-112.846,4.0
41.8535,-119.6207,2.8
31.761,-116.136,2.76
38.544,-119.5221667,2.8
38.5521667,-119.5068333,2.73
32.1468333,-116.6601667,2.77
37.4121667,-118.5691667,2.62
41.7821667,-110.9053333,2.6
36.4569,-98.7969,2.5
32.788,-97.028,2.9
33.6675,-120.2035,3.71
36.8459,-105.1098,2.6
37.0065,-121.7193333,2.59
43.665,-105.26,3.4
46.203,-122.1855,4.3
37.0578333,-97.646,2.58
36.2692,-97.2888,3.3
39.6073333,-123.779,2.56
32.0575,-115.8038333,3.7
33.035,-109.324,3.2
35.3788333,-118.5413333,3.25
32.236,-115.2726667,2.75
44.7476667,-111.0383333,2.62
44.573,-116.136,3.5
35.942,-117.654,2.5
36.6895,-121.2753333,2.85
36.5129,-99.0494,3.2
46.1896667,-122.1873333,2.5
40.9431667,-123.5723333,2.86
36.2355,-120.3733333,3.14
40.6521,-119.4737,2.8
34.4153333,-116.5428333,2.96
31.7801667,-115.9746667,2.83
35.5035,-118.879,3.12
32.7598333,-115.3676667,3.16
36.0373,-97.8988,2.7
36.444,-117.978,2.84
35.3771,-98.0939,2.7
36.2441667,-120.8003333,3.06
37.044,-118.192,3.59
33.9788333,-118.2626667,2.99
32.653,-115.717,3.04
37.6173333,-118.8523333,2.64
31.244,-115.6586667,3.17
37.8418333,-121.7733333,3.04
28.5293,-98.2877,2.6
36.142,-120.1963333,2.93
35.112,-117.536,2.87
34.621,-116.61,2.72
40.3088333,-124.5281667,3.23
31.70796236,-104.5443737,2.6
40.4856667,-124.5916667,2.71
35.8488333,-117.6975,3.12
36.0076,-96.7752,2.6
40.6705,-121.533,2.82
33.0455,-115.6961667,3.69
34.077,-116.413,3.04
44.638,-111.058,3.4
32.756,-100.652,2.5
38.044,-118.7248333,2.93
35.8936667,-117.7228333,3.23
37.3253333,-118.4136667,3.6
32.6731667,-115.7903333,2.76
36.4692,-98.7462,2.7
37.3536667,-120.0028333,2.73
34.12,-116.99,2.71
32.722,-115.992,2.55
40.2758333333333,-124.532333333333,2.5
37.6366667,-118.9453333,2.6
35.7221667,-121.07,2.65
46.1995,-122.31816666666668,2.99
36.1133333,-117.8795,2.55
40.3081667,-124.5343333,3.1
36.826,-116.258,2.8
35.8228333,-118.5341667,2.65
34.311,-116.434,2.8
38.8185,-119.757,2.59
25.016,-93.633,3.4
31.694,-115.9841667,2.6
31.922,-115.799,2.66
37.6423333,-118.9368333,2.68
39.2925,-112.0031667,2.84
33.801,-116.053,3.09
36.5788333,-121.1743333,2.87
44.4465,-114.1431,3.3
35.736,-117.637,3.11
37.58,-118.48,3.2
37.9835,-122.0536667,2.63
36.8106667,-121.5288333,3.52
45.2145,-121.5528333,2.5
35.464,-118.325,2.67
35.7066667,-121.1163333,2.5
36.2975,-97.5439,2.9
42.152,-120.039,3.5
36.9141667,-121.6706667,3.05
37.8411,-118.2107,2.8
37.158,-104.942,3.2
38.2041,-117.744,2.5
38.5448333,-119.5455,3.13
35.6013,-97.2756,2.9
43.1134,-110.893,2.9
37.5218333,-118.8216667,3.37
35.7983333,-117.6263333,2.61
32.1315,-115.1875,2.59
34.2343333,-118.5971667,3.02
42.766,-111.002,3.9
32.1335,-117.0808333,2.5
38.491,-122.2936667,2.73
33.3058333,-115.7215,3.22
36.9373333,-121.684,3.0
32.9198333,-115.5336667,2.73
46.7371667,-122.7808333,2.5
35.3605,-118.6831667,2.81
34.676,-121.662,3.0
34.592,-116.576,2.71
36.1153333,-117.3638333,2.93
34.4021667,-118.9863333,2.51
35.7188333,-118.0303333,2.62
44.3484,-115.1671,2.6
31.896,-117.052,2.54
38.8498333,-122.8123333,2.5
33.999,-116.611,3.05
36.0316667,-116.8771667,3.04
32.2591667,-115.3823333,2.72
40.2988333,-124.3775,2.85
33.3201667,-119.0578333,3.02
33.465,-116.436,3.21
48.4298333,-122.2318333,4.2
32.7501667,-115.4093333,2.8
35.3028333,-92.3085,2.7
31.985,-116.322,2.69
37.5263333,-118.7945,2.73
36.8831,-97.4418,2.8
37.445,-118.6335,3.16
33.955,-116.348,2.61
33.782,-115.977,2.6
34.046,-116.332,2.62
33.1541667,-115.6396667,2.91
34.8591667,-118.8441667,2.61
31.94274902,-102.3282679,3.2
37.7343333,-122.1301667,2.77
32.4023333,-115.5901667,2.96
31.70284507,-104.1364118,2.5
31.6262,-104.391,2.9
38.8218333,-122.7945,3.0
46.7688333,-122.8296667,2.5
31.766,-116.9666667,3.14
32.7586667,-115.5106667,2.62
32.2146667,-115.2936667,2.91
32.702,-115.9206667,2.72
36.1445,-118.0596667,2.97
37.9873333,-112.5073333,3.28
42.5994,-111.4516,2.8
32.3573333,-115.2586667,2.63
32.1785,-115.281,3.07
44.264,-114.136,3.5
37.4631667,-118.6036667,2.56
46.1945,-122.1915,2.8
35.9874,-97.5758,2.7
36.8365,-121.566,2.63
38.0873333,-121.681,2.8
40.4423333,-124.5916667,3.12
35.0538333,-119.0798333,2.72
37.438,-118.6295,3.29
46.2008333,-122.194,2.8
40.3893333,-124.4305,3.08
38.8418333,-122.7763333,2.85
36.0401667,-120.6016667,2.73
34.13,-117.718,2.73
35.7861667,-117.8228333,3.29
40.3806667,-120.7603333,2.51
33.953,-106.588,3.9
31.66549882,-104.3722136,3.1
34.101,-116.399,3.13
38.7908333,-122.7705,3.19
40.4025,-124.695,2.79
36.1016667,-117.8178333,2.95
35.7588333,-118.4026667,2.83
43.758,-105.338,3.1
36.2445,-116.855,3.23
34.359,-118.477,2.57
39.3195,-111.1343333,3.61
37.638,-118.8973333,3.1
34.631,-116.61,3.2
32.9725,-115.555,3.1
38.4003333,-122.5056667,2.51
46.7443333,-122.7871667,2.9
31.72,-116.966,3.16
37.6205,-118.8131667,2.77
32.7353333,-115.967,3.43
38.7516667,-122.7131667,3.44
32.1813333,-115.2615,2.76
34.1044,-97.4497,2.5
41.3496667,-111.3106667,2.73
39.6332,-97.9956,2.7
44.698,-114.435,2.5
35.9071667,-117.6893333,2.93
36.9288333,-121.432,2.5
34.347,-116.893,2.95
33.512,-116.508,2.96
37.6511667,-118.9316667,2.51
35.6735,-121.1011667,2.88
31.893,-115.698,2.6
36.46566667,-98.80133333,2.53
33.204,-115.642,2.75
38.8296667,-122.7578333,2.72
32.033,-116.304,2.63
37.2688,-97.6214,2.5
35.89,-117.722,2.75
33.2771667,-116.2391667,3.44
31.905,-115.849,2.96
40.336,-107.823,2.5
46.9163,-112.4865,2.5
46.743,-122.78,3.0
38.5236667,-122.3056667,2.71
33.139,-116.3736667,3.06
35.9491667,-120.0778333,2.67
45.517,-111.892,3.9
32.2221667,-115.2285,2.85
32.966,-117.774,3.17
35.977,-117.785,3.1
38.2085,-121.8701667,2.54
31.633,-104.505,2.9
36.2867,-97.5135,2.5
33.1606667,-116.2133333,2.83
35.059,-119.1051667,2.73
35.625,-116.277,3.36
32.6523333,-116.008,2.64
46.1931667,-122.1933333,3.1
38.1701,-117.9239,2.6
38.7508333,-122.6988333,2.7
36.6545,-121.2765,2.51
38.7753333,-122.7486667,2.76
32.976,-115.815,2.75
37.5635,-118.5601667,3.7
39.4641667,-123.3333333,2.63
34.077,-116.395,2.62
32.2245,-115.7581667,3.35
38.1797,-117.8395,2.6
37.8226667,-121.7838333,3.3
36.7703,-98.003,2.7
43.728,-111.079,3.8
36.466,-98.7597,2.6
34.307,-118.456,2.57
46.7728333,-122.8385,3.3
37.646,-118.843,3.6
31.613,-103.996,2.9
32.0896667,-115.2926667,2.57
33.9965,-117.287,2.55
31.7192,-104.1503,2.6
34.708,-116.2848333,2.91
31.3211667,-114.5813333,3.54
32.0683333,-114.9996667,2.67
38.0231,-118.0727,2.6
36.084,-117.633,2.64
44.5648333,-110.961,3.11
44.384,-110.83,3.3
36.6799,-98.1584,3.0
34.362,-118.615,4.11
36.5995,-121.2018333,2.57
40.41,-110.9548333,3.13
32.1966667,-115.2763333,2.62
37.1202,-97.6207,2.6
34.501,-116.263,3.06
35.782,-118.416,2.71
38.7971667,-122.8025,2.82
37.608,-118.859,2.87
33.991,-116.835,2.58
40.3076667,-124.4681667,2.57
32.1533333,-115.2646667,3.0
36.64,-116.201,3.6
40.775,-115.782,3.6
35.678,-118.108,2.75
32.916,-100.871,2.9
39.7338333,-120.7731667,2.5
36.4233,-96.9093,3.6
46.289,-120.4516667,2.6
34.5093333,-116.5011667,3.14
35.7058333,-121.055,2.82
34.829,-116.372,2.63
36.7607,-98.0745,3.4
36.9203,-97.3551,3.5
35.8878333,-117.7073333,3.46
36.3183,-96.9667,2.7
35.946,-121.5655,2.54
32.5295,-115.6141667,2.97
36.012,-117.707,2.73
37.3233333,-118.306,2.93
44.072,-105.277,3.0
39.214,-120.0723333,2.59
33.193,-115.602,2.5
44.755,-111.172,3.3
32.2365,-115.301,3.28
33.957,-116.731,3.02
34.31,-116.124,3.27
33.517,-116.8825,3.22
33.0456667,-115.5571667,2.72
38.1669,-117.8518,2.6
46.3505,-119.2681667,2.5
36.6778,-98.1507,2.6
32.149,-115.806,2.5
25.321,-109.847,4.2
32.8048333,-116.1518333,2.59
32.987,-115.824,3.9
40.6998333,-124.721,2.59
37.4996666666667,-118.384333333333,2.68
38.8173333,-122.7965,3.0
32.946,-100.9149,2.7
34.879,-116.3715,2.54
37.1896667,-121.9411667,2.91
36.6745,-120.8675,2.5
40.238,-107.773,3.1
32.9363333,-115.512,3.3
42.712,-111.055,2.9
38.7913333,-122.7698333,3.22
44.3167,-115.4363,2.5
39.4095,-121.4996667,2.85
33.4621667,-116.4011667,2.95
38.7706667,-119.7141667,2.98
35.6265,-117.4013333,2.58
36.0076667,-120.5375,2.68
42.687,-111.131,3.1
36.0061667,-120.5673333,2.5
36.8436667,-121.5761667,2.56
37.5735,-118.4411667,2.79
35.072,-118.9985,3.05
36.8736667,-121.6038333,2.83
33.122,-115.626,3.51
34.195,-116.419,2.81
34.373,-116.451,2.54
47.5731667,-122.8168333,2.6
32.0855,-116.3508333,2.53
36.5496667,-121.7665,3.29
31.6854,-104.3454,2.8
34.107,-117.012,2.67
36.6328333,-121.2478333,2.61
36.5359,-98.9643,3.3
32.8427124,-100.9466702,3.3
44.829,-112.819,2.5
33.014,-115.849,3.47
36.0556667,-117.6381667,2.58
37.368,-104.865,3.0
38.316,-118.325,2.7
31.7012,-104.0307,3.1
40.9573333,-121.2456667,2.91
34.489,-116.265,3.13
35.0478333,-119.0386667,2.54
34.032,-117.12,3.07
36.4703333,-120.5248333,2.88
39.4185,-121.4981667,2.98
36.1698333,-120.7338333,2.79
31.67150103,-104.4037571,3.1
36.4479,-98.7772,2.7
40.29,-107.865,3.2
37.6373333,-118.9461667,3.51
34.63,-116.624,2.5
36.2982,-97.5469,2.5
37.483,-118.733,3.4
44.4952,-115.2221,2.5
37.4543333,-118.6548333,2.78
34.3426667,-116.1203333,3.04
46.2088333,-122.177,3.7
40.3893333,-124.4285,3.31
34.9834,-97.5422,2.6
38.193,-118.367,3.5
31.478,-115.59,2.86
33.474,-116.453,2.55
34.17,-116.9,2.73
38.8338333,-122.8076667,2.67
34.293,-118.543,2.86
36.6813333,-121.3058333,3.6
33.382,-117.499,3.5
32.0706667,-114.9766667,3.16
34.383,-118.699,3.56
32.6891667,-115.4163333,2.73
37.9121667,-111.7808333,3.1
37.9871667,-118.76,3.75
32.4161667,-115.313,2.65
36.2297,-97.4523,2.9
36.9461,-104.8989,3.4
33.968,-116.367,2.55
47.547,-108.948,3.0
33.1496667,-116.494,3.54
36.2153333,-120.2591667,3.7
31.64622134,-104.4040665,2.9
32.8211667,-116.0988333,2.86
33.051,-116.2278333,3.55
39.4203333,-121.5018333,2.78
34.422,-116.509,3.19
46.858,-121.7626667,3.0
34.2996667,-116.8326667,2.71
33.738,-118.3511667,2.71
35.8101,-97.4482,2.6
40.304,-124.4011667,2.54
34.1568333,-116.4478333,2.5
32.271,-115.3545,2.5
34.255,-116.436,2.73
46.2036667,-122.1866667,4.0
47.7,-113.7,3.4
35.9456667,-120.4921667,2.58
31.463,-115.7005,2.7
36.2141667,-120.2791667,3.21
37.188,-116.755,2.85
46.209,-122.18,4.4
40.8016667,-123.8886667,3.17
36.5022,-97.1578,2.7
44.3962,-115.1929,3.6
37.598,-118.7898333,2.77
36.2851,-96.923,2.7
35.8078333,-119.7291667,3.5
32.369,-115.279,2.51
32.2318333,-115.2425,2.59
44.4279,-115.256,3.1
42.0801667,-120.2471667,2.6
44.3392,-115.181,2.8
36.9393333,-121.4496667,3.98
34.0305,-116.4843333,2.88
35.5886667,-120.7246667,2.99
33.3353333,-119.1171667,3.38
32.6141667,-115.7638333,2.67
36.9595,-121.5816667,2.8
34.6003333,-116.2356667,3.28
34.205,-119.696,2.5
32.327,-115.348,3.15
47.6788333,-120.391,2.5
43.1601667,-120.4021667,2.9
33.442,-118.067,2.7
43.617,-105.329,2.9
38.6548333,-119.6286667,3.29
36.8135,-121.533,2.6
37.2495,-117.9178333,3.35
41.8596,-119.6243,2.5
34.7953333,-116.2655,2.63
37.7158333,-118.3435,3.85
46.6783333,-119.2273333,2.6
40.9776667,-123.7985,2.76
36.1968333,-118.1678333,2.72
33.2313333,-116.1723333,3.09
35.9846667,-117.7806667,3.24
35.4911,-97.2465,3.0
46.9017,-112.5434,3.4
36.6125,-97.7113,2.6
37.438,-118.5536667,3.06
46.1273333,-122.1651667,2.74
38.76,-122.719,2.58
33.941,-116.307,3.22
32.6156667,-115.7493333,2.86
38.1661,-117.8499,2.6
46.1985,-122.1926667,2.7
34.0016667,-116.7873333,2.85
46.0983333,-122.1215,3.5
37.7446667,-114.1316667,2.9
35.5256667,-121.1525,2.68
36.187,-117.921,3.3
32.5788333,-118.2736667,3.06
31.67731546,-104.4106737,2.6
37.0575,-121.4936667,2.8
34.3461667,-118.4305,4.2
36.2773,-97.5629,2.5
34.3073333,-116.846,2.99
36.0328333,-120.6086667,2.8
37.4816667,-118.5666667,3.78
32.9252,-100.8292,2.5
40.3633333,-124.4728333,2.52
38.7523333,-122.7048333,2.89
36.0205,-120.5891667,2.97
35.105,-107.51,3.0
40.605,-122.1681667,2.5
40.804,-124.407,3.3
38.1939,-117.7357,2.9
37.5125,-118.8313333,2.51
36.0946,-97.0646,2.9
42.599,-111.587,3.2
40.7043333,-124.4661667,2.64
35.79,-117.664,3.21
35.6818333,-91.446,2.9
33.1145,-116.0021667,3.54
33.466,-116.431,2.65
44.3857,-115.187,2.6
36.09,-117.597,3.9
37.4865,-118.8393333,2.91
32.803,-109.679,2.9
36.4481,-97.1201,2.5
36.7387,-98.3572,2.6
35.313,-118.6601667,2.89
33.969,-116.567,3.1
41.8906,-119.6399,3.0
37.0778333,-121.8088333,2.88
38.206,-119.149,2.86
38.078,-118.8076667,3.1
33.993,-116.398,3.21
44.7815,-114.3903,2.5
37.999,-118.6706667,2.56
39.4158333,-123.1678333,3.1
33.971,-116.322,2.98
31.764,-115.936,3.24
35.8576,-97.2259,2.7
39.5434,-119.9382,2.5
40.3138333,-124.8638333,2.61
34.08,-116.377,3.21
38.7705,-122.7155,2.54
32.265,-115.103,2.54
36.5915,-97.8226,2.5
32.6946667,-115.4125,2.66
42.6454,-111.4598,3.4
34.935,-116.923,2.89
33.7923333,-117.061,2.75
40.345,-124.4878333,2.55
38.1351,-118.0676,4.1
36.0875,-121.5926667,2.54
32.977,-117.762,2.5
36.604,-120.8208333,2.65
34.972,-116.933,2.88
38.5125,-119.539,3.19
33.9126667,-118.7165,2.64
48.3163333,-124.8166667,2.74
34.1545,-106.958,2.6
33.844,-115.71,2.63
35.7428,-97.3824,2.7
37.0895,-121.0316667,2.85
35.696,-121.0693333,3.23
32.955,-115.554,2.79
36.2873,-98.2198,2.7
42.5291,-111.4099,2.6
32.2005,-115.5823333,2.66
44.3762,-115.1493,2.8
36.6273,-98.2122,3.3
36.291,-97.132,2.8
32.6415,-109.0334,2.8
32.0843333,-116.1543333,3.37
38.0461667,-119.1391667,3.01
33.03,-115.817,2.57
31.893,-115.844,3.03
37.646,-118.8488333,3.13
45.572,-111.719,2.6
37.4568333,-118.5948333,3.4
35.9133333,-117.742,2.6
40.3515,-124.3823333,3.16
32.2245,-115.311,2.77
46.2006667,-122.1891667,2.9
33.633,-116.745,3.17
34.27,-117.952,2.7
31.9681667,-115.0441667,3.48
33.8015,-118.1123333,2.79
37.667,-118.4401667,3.32
33.889,-119.465,2.64
32.933,-117.671,2.96
35.887,-117.689,3.13
36.7015,-97.673,2.5
33.001,-115.797,2.83
35.926,-117.7065,3.26
48.6883333,-122.4901667,2.6
35.665,-121.1025,3.48
37.0335,-97.8256667,2.62
37.5131667,-118.9941667,2.86
38.3361667,-113.0903333,2.98
31.6556,-104.2971,2.9
32.1981667,-115.2565,2.76
38.8131667,-122.7926667,3.01
35.616,-97.257,2.8
35.528,-96.766,3.3
33.8691667,-118.3586667,2.57
34.8578333,-121.2581667,3.42
44.388,-114.25,3.7
32.384,-115.225,2.83
36.2728333,-120.2671667,2.76
38.0751667,-118.8596667,2.62
32.8768333,-117.5921667,3.04
41.897,-119.6304,3.5
31.904,-115.867,3.23
39.4106667,-122.919,2.5
35.3561667,-118.4715,2.82
34.3145,-116.4321667,2.56
36.5013333,-120.654,3.78
42.0605,-120.284,2.7
37.3629,-117.1978,3.4
35.9276667,-120.4803333,2.83
37.5878333,-118.4975,3.19
31.71574552,-104.0131618,2.9
35.6641667,-117.8331667,3.14
46.8602,-112.5254,2.7
37.44,-118.6465,2.96
36.5255,-121.097,2.77
32.09,-116.356,2.96
33.9626667,-118.7248333,2.78
36.8451667,-121.5793333,2.95
33.163,-115.639,3.33
32.16,-116.355,2.53
46.7505,-122.8048333,3.2
34.062,-116.367,3.07
36.189,-117.8156667,3.1
35.734,-118.397,3.0
37.5388333,-118.8175,2.87
37.7173,-97.2398,2.6
39.738,-120.6441667,2.92
36.2815,-97.5153,2.6
33.946,-115.9253333,3.44
35.9025,-117.69,3.98
34.2913333,-116.7641667,2.53
36.5188,-98.696,2.5
36.4831,-98.7714,2.8
31.764,-115.8718333,3.17
37.6358333,-118.9178333,2.54
35.708,-119.7221667,3.15
33.0416667,-115.591,2.67
33.93,-116.035,2.95
35.2596667,-92.3501667,2.5
35.62,-90.45,3.6
38.9931667,-111.3743333,2.82
33.852,-118.469,2.68
34.79,-96.331,2.8
32.635,-115.7483333,2.77
31.978,-115.691,3.04
38.3275,-119.1091667,3.3
37.0666667,-121.8143333,2.93
34.3121667,-116.8523333,3.27
43.72,-105.367,3.0
35.559,-118.429,2.61
36.1463333,-120.211,2.69
37.501,-118.909,2.72
37.068,-121.7971667,2.65
34.006,-116.618,2.84
35.6705,-97.398,2.5
39.02,-123.0663333,2.59
34.571,-116.273,2.7
34.347,-116.465,2.67
33.0666667,-115.5725,2.51
33.5001667,-116.4961667,2.75
34.934,-116.707,2.83
34.9558,-97.8237,2.5
44.452,-114.133,2.8
35.6703,-97.396,2.7
32.198,-114.494,2.52
34.288,-117.4663333,2.82
37.6331667,-118.8558333,3.8
40.092,-123.7411667,2.7
42.1613333,-112.0606667,2.8
32.7,-115.9318333,2.74
33.994,-116.859,2.84
42.3476667,-121.9553333,3.2
34.345,-118.608,2.62
33.992,-116.398,3.72
34.2158333,-119.959,2.89
33.025,-117.781,2.55
33.504,-116.459,2.69
31.7018333,-115.8663333,3.75
36.0393333,-117.8233333,2.5
32.099,-115.481,3.8
35.6041667,-117.4026667,3.84
37.547,-118.4433333,3.5
36.0423333,-117.8788333,2.78
39.4126667,-121.4778333,2.77
36.493,-117.948,2.53
46.2353333,-122.7918333,2.5
40.753,-124.263,2.53
36.0121667,-120.5758333,2.65
35.6491667,-121.089,2.81
33.2425,-116.0851667,2.5
32.226,-115.7816667,4.21
37.0333333,-121.7245,4.0
34.057,-116.37,2.7
40.3506667,-124.459,2.65
35.6688,-97.4026,2.7
34.7931667,-121.3236667,2.96
32.3266667,-115.3075,2.8
43.522,-105.064,2.9
36.02666667,-98.0935,3.0
36.6301,-97.6566,2.6
35.881,-117.6933333,3.27
37.1361667,-121.9916667,3.1
36.1668333,-120.2721667,3.2
34.358,-116.455,3.02
36.8423333,-121.5786667,2.86
38.8191667,-122.8048333,2.56
33.9746667,-116.5788333,2.57
33.497,-116.773,2.68
32.756,-115.437,2.53
33.0216667,-115.5243333,4.12
32.01,-115.0153333,3.01
37.516,-118.4141667,2.65
38.1309,-116.274,2.5
32.9483333,-115.4771667,3.64
35.269,-118.582,2.74
36.1813333,-118.0276667,2.53
33.0603333,-115.5791667,2.66
34.621,-116.667,2.6
40.2483333,-124.1816667,2.7
34.206,-116.422,2.86
36.197,-117.913,2.53
35.13633333,-95.361,2.61
37.4731667,-118.7886667,2.98
36.8434,-97.7522,4.0
36.5191,-99.0201,2.5
26.451,-111.051,4.4
33.6218333,-117.9948333,2.57
35.6388333,-117.4431667,2.55
42.3,-121.981,2.9
32.656,-115.791,2.55
35.8628,-96.6819,3.2
34.2051667,-117.699,3.17
38.8043333,-122.773,2.75
46.754,-122.843,2.9
35.3103333,-118.5206667,2.52
35.8695,-121.4576667,2.56
43.598,-105.321,3.0
36.979,-121.3831667,2.61
36.2576667,-120.283,2.72
32.583,-116.162,2.61
35.2636667,-92.3578333,2.8
32.057,-115.454,2.57
34.378,-118.554,3.02
36.583,-117.941,2.69
38.2224,-117.8732,2.7
33.2758333,-116.1245,4.3
43.794,-105.221,3.4
33.1405,-115.616,3.21
36.4562,-98.7489,3.3
40.2973333,-124.4961667,3.4
36.5873333,-121.1876667,2.51
37.306,-116.471,4.3
36.6858333,-121.282,3.05
32.75115967,-100.6508432,2.7
35.7425,-117.5091667,2.88
34.032,-116.314,3.25
46.2033333,-122.1833333,3.8
34.488,-116.451,2.61
38.5117,-119.5449,2.5
38.7935,-122.745,2.51
32.8915,-116.2323333,3.41
31.2448333,-115.67,2.74
35.8823333,-117.6475,2.99
34.4065,-118.3983333,3.34
33.67,-118.2701667,2.51
37.622,-118.327,2.86
33.6506667,-117.8636667,2.63
42.786,-111.052,4.2
35.7281667,-117.5683333,3.13
32.2666667,-115.2741667,2.52
45.8549,-111.3937,2.9
34.0908333,-116.4188333,2.96
32.055,-115.618,2.55
37.7988333,-118.783,2.62
36.382,-120.7473333,2.82
34.605,-120.721,3.62
32.8198,-100.6843,2.6
44.408,-115.1779,3.2
32.142,-115.469,2.61
42.3033333,-122.0336667,3.0
34.3838333,-118.9125,3.85
37.4761667,-118.3611667,2.51
35.8086667,-117.7375,2.51
37.4066667,-118.6,2.57
32.9435,-116.252,2.95
46.198,-122.1956667,2.8
32.1118333,-115.855,2.53
37.1,-118.2,3.59
31.8561667,-116.1773333,3.03
31.6383,-104.305,2.5
35.428,-119.2535,3.02
32.5723333,-118.0441667,2.6
33.76,-116.108,2.86
46.1971667,-122.192,3.2
34.35,-118.618,2.73
36.94,-121.4343333,2.77
39.474,-111.5105,2.94
38.7941667,-122.7933333,2.86
36.0205,-120.5793333,2.77
35.316,-119.496,2.57
34.3598333,-118.5388333,2.71
34.123,-116.998,2.65
31.646,-116.514,3.71
33.8726667,-116.4991667,3.37
36.4823,-98.7972,2.5
33.963,-116.318,2.52
32.132,-115.08,2.56
32.023,-116.336,2.88
35.6033333,-120.9511667,2.97
34.252,-116.429,2.63
38.7993333,-122.801,3.12
37.134,-117.381,2.8
38.0849,-118.2321,3.0
40.306,-124.4893333,2.87
35.6755,-117.5241667,2.78
45.0864,-112.7649,2.6
32.061,-116.347,2.5
40.4011667,-124.4721667,2.68
40.473,-106.879,2.8
38.109,-118.588,3.56
35.5583333,-117.4343333,3.13
35.7661667,-117.5875,3.63
44.638,-111.2415,2.51
37.3425,-118.431,2.76
33.2091667,-115.995,2.63
37.0505,-122.1578333,2.72
33.018,-115.858,3.18
31.848,-115.773,3.01
36.1588333,-118.0698333,2.5
37.5051667,-118.8271667,3.22
39.6965,-105.6765,2.5
43.138,-105.098,3.1
44.133,-105.45,2.8
39.4325,-123.0936667,2.57
46.7601667,-122.8133333,3.0
45.15,-113.61,2.8
31.709,-115.994,3.08
34.767,-118.901,2.92
45.6378333,-122.8693333,3.5
38.8048333,-122.7641667,2.59
32.6166667,-115.8066667,2.68
44.458,-114.1555,2.7
37.2013,-97.812,3.0
38.7603333,-119.6746667,2.5
37.1836667,-118.498,3.27
28.0905,-112.1787,4.1
37.417,-118.85,3.9
34.825,-117.383,2.78
40.3201667,-124.5725,3.7
38.8115,-122.8061667,2.69
36.5709,-98.3251,3.1
43.718,-105.19,3.4
46.8365,-112.5932,4.0
38.7546667,-122.7236667,2.64
37.5138333,-118.8673333,3.9
36.3264,-97.5278,3.0
36.0156667,-119.9305,3.28
33.967,-117.243,2.6
32.054,-114.608,2.52
32.6866667,-115.6041667,2.51
32.978,-117.732,2.58
31.876,-115.818,2.94
38.9368333,-111.4225,2.62
44.474,-110.383,2.72
35.3615,-117.7801667,2.69
46.7716667,-122.8368333,2.8
37.7433333,-118.7308333,2.64
34.5813333,-116.2701667,2.66
46.1983333,-122.19,2.6
33.097,-115.4206667,3.22
37.52,-117.23,3.1
31.7808333,-115.854,4.34
31.61420308,-103.9705722,3.2
32.603,-115.358,2.56
36.8469,-97.8803,2.8
36.7653333,-121.4688333,2.95
40.3933333,-124.4635,2.56
35.1215,-118.8466667,2.52
34.8611667,-116.4583333,2.75
41.1378,-114.9365,2.9
33.161,-115.645,2.58
38.0884,-118.5152,2.7
33.977,-116.637,2.58
37.2082,-98.039,3.2
34.4195,-118.3633333,2.72
32.1896667,-115.2215,2.5
44.3868,-115.0647,2.5
32.1643333,-115.3416667,2.54
36.26,-118.346,2.61
36.4885,-98.7319,4.0
46.8148333,-120.2556667,2.6
34.306,-116.86,3.23
32.92,-117.69,3.0
37.5061667,-118.8798333,2.5
32.226,-115.3448333,2.61
34.423,-118.669,3.55
37.6068333,-118.9088333,2.67
34.191,-96.681,3.5
38.757,-122.7071667,2.53
39.8275,-123.4795,3.14
31.798,-115.975,2.71
32.5993333,-117.266,3.27
46.774,-122.8345,2.6
31.662,-116.04,2.56
40.2975,-124.3055,2.62
35.22,-118.214,2.56
46.2,-122.1855,2.6
36.8445,-121.3103333,2.83
46.2043333,-122.191,3.1
35.94,-118.306,3.6
